R,G,B,Skin_NonSkin
76,76,28,1
185,186,144,1
248,250,250,1
181,182,140,1
136,141,90,1
90,8,0,1
53,55,19,1
12,11,1,1
68,66,78,1
31,34,18,1
201,199,164,1
151,188,232,0
128,132,90,1
157,161,126,1
113,153,212,0
107,102,71,1
135,161,228,0
2,1,0,1
145,142,91,1
158,174,227,0
83,89,130,0
174,172,124,1
181,179,138,1
168,165,114,1
162,160,112,1
106,144,209,0
199,125,69,1
92,164,142,1
67,68,24,1
136,135,84,1
48,97,143,0
148,189,251,0
165,161,112,1
55,108,171,0
98,97,46,1
61,65,24,1
107,95,95,1
181,182,140,1
102,204,199,1
170,186,233,0
172,171,121,1
188,186,146,1
65,66,22,1
191,192,148,1
99,200,198,1
168,166,112,1
173,172,122,1
142,173,226,0
171,187,240,0
0,0,0,1
105,106,50,1
174,172,124,1
146,183,227,0
68,70,24,1
165,164,113,1
163,161,113,1
147,174,195,1
180,177,132,1
120,168,32,1
59,108,76,1
191,190,152,1
177,175,134,1
79,84,129,0
49,30,169,1
180,178,130,1
182,177,138,1
172,173,129,1
14,9,0,1
152,170,233,0
70,70,24,1
69,71,25,1
186,184,144,1
137,177,230,0
138,138,92,1
122,152,223,0
174,172,124,1
173,172,122,1
40,40,34,1
58,118,184,0
162,176,229,0
101,146,220,0
18,14,3,1
208,209,213,1
141,140,82,1
182,181,131,1
96,96,42,1
173,174,132,1
177,177,131,1
58,103,154,0
57,84,218,1
41,91,149,0
201,199,164,1
34,35,9,1
184,184,144,1
34,31,10,1
62,63,23,1
170,169,119,1
78,40,252,1
118,116,98,1
157,160,115,1
185,180,135,1
202,200,165,1
55,56,24,1
133,0,127,1
160,164,123,1
103,102,46,1
128,131,116,1
199,197,162,1
164,164,116,1
143,176,226,0
198,195,164,1
53,57,22,1
54,60,19,1
69,85,128,0
178,175,131,1
177,179,133,1
34,33,7,1
176,175,131,1
2,2,156,1
235,213,232,1
181,178,134,1
157,129,112,1
164,163,113,1
50,20,215,1
213,170,59,1
230,240,247,1
95,29,18,1
59,58,14,1
149,154,109,1
185,184,140,1
152,175,221,0
34,35,9,1
156,159,114,1
175,172,127,1
170,170,124,1
179,176,132,1
104,153,227,0
82,84,84,1
93,91,37,1
167,166,115,1
183,180,135,1
138,142,93,1
155,177,235,0
92,98,151,0
241,242,246,1
198,198,158,1
75,74,24,1
64,65,21,1
167,167,121,1
95,245,232,1
101,148,222,0
3,255,255,1
47,49,13,1
68,70,24,1
177,178,134,1
124,158,212,0
198,198,158,1
178,176,128,1
197,196,158,1
198,196,162,1
185,184,140,1
109,150,205,0
179,178,134,1
69,121,174,0
168,166,112,1
184,183,139,1
230,215,206,1
24,109,248,1
59,57,26,1
125,163,227,0
146,181,231,0
141,163,228,0
37,36,10,1
170,167,122,1
135,162,229,0
174,174,128,1
57,59,23,1
0,0,189,1
55,23,12,1
118,156,210,0
172,171,121,1
173,169,121,1
101,100,102,1
136,138,102,1
140,143,94,1
42,39,34,1
0,0,3,1
177,175,127,1
92,139,220,0
0,0,255,1
231,163,98,1
138,137,241,1
241,204,170,1
198,195,197,1
200,181,176,1
183,183,137,1
96,162,61,1
132,88,34,1
183,182,138,1
76,79,30,1
199,197,163,1
135,179,243,0
22,26,14,1
114,116,74,1
82,128,116,1
157,166,229,0
150,172,24,1
80,114,190,0
54,55,21,1
112,156,209,0
247,214,205,1
48,51,26,1
59,58,24,1
39,82,55,1
118,170,33,1
29,28,8,1
133,170,226,0
179,177,129,1
144,180,234,0
70,115,255,1
96,150,221,0
98,101,51,1
193,192,148,1
181,172,139,1
54,112,177,0
135,145,155,1
173,172,122,1
150,150,102,1
20,17,2,1
187,186,142,1
182,179,135,1
106,155,225,0
174,188,241,0
143,140,89,1
145,147,95,1
22,41,24,1
150,151,101,1
105,147,212,0
221,210,202,1
165,163,115,1
11,10,0,1
149,191,250,0
179,176,131,1
182,180,132,1
139,142,93,1
113,112,54,1
151,154,105,1
255,214,197,1
58,59,19,1
129,168,220,0
139,141,95,1
164,163,142,1
16,14,3,1
162,166,130,1
175,172,127,1
0,0,169,1
177,174,129,1
172,169,124,1
139,138,82,1
136,153,18,1
111,148,206,0
52,45,234,1
31,32,6,1
178,176,128,1
4,1,0,1
154,164,228,0
200,195,162,1
52,53,19,1
163,165,129,1
54,55,21,1
56,83,217,1
51,53,17,1
178,178,132,1
172,171,121,1
183,181,133,1
205,204,170,1
182,179,135,1
77,23,16,1
1,1,1,1
165,163,115,1
158,164,129,1
149,152,106,1
181,178,133,1
181,170,138,1
25,27,0,1
128,255,0,1
1,1,1,1
120,125,116,1
96,134,192,0
200,205,208,1
10,9,5,1
207,216,253,0
3,1,1,1
36,81,125,0
200,198,163,1
54,55,21,1
138,140,88,1
182,179,135,1
175,86,125,1
80,112,187,0
126,159,208,0
179,177,129,1
83,118,184,0
157,167,120,1
197,210,255,0
99,44,29,1
127,130,98,1
54,55,21,1
121,152,213,0
2,0,0,1
31,32,6,1
173,165,118,1
179,177,129,1
171,176,145,1
165,161,112,1
16,14,3,1
40,98,150,0
136,139,90,1
119,122,177,0
103,145,210,0
115,152,214,0
7,7,1,1
140,140,86,1
181,178,134,1
145,141,93,1
115,114,56,1
241,229,225,1
158,162,120,1
167,164,113,1
136,139,90,1
102,140,204,0
164,163,113,1
123,122,64,1
134,137,142,1
165,170,115,1
42,40,9,1
180,175,130,1
199,197,162,1
182,179,135,1
77,80,34,1
178,175,131,1
175,172,127,1
159,160,126,1
255,250,176,1
248,250,250,1
71,83,123,0
42,40,39,1
181,178,133,1
149,150,100,1
55,56,24,1
139,139,85,1
69,65,24,1
180,179,135,1
55,57,21,1
157,159,117,1
200,198,164,1
37,37,7,1
54,55,21,1
159,169,229,0
51,134,125,1
198,196,162,1
122,121,63,1
60,32,216,1
2,3,1,1
248,252,253,1
255,0,0,1
18,18,2,1
64,67,28,1
16,14,3,1
112,111,50,1
123,126,76,1
100,143,224,0
134,137,92,1
150,150,96,1
180,181,139,1
16,7,188,1
200,198,163,1
101,137,207,0
53,57,22,1
173,173,125,1
178,176,128,1
246,251,254,1
96,95,44,1
154,157,112,1
204,202,168,1
9,9,9,1
81,89,129,0
201,200,162,1
84,30,23,1
41,38,24,1
131,134,95,1
154,152,121,1
243,123,117,1
114,116,170,0
202,201,163,1
59,61,25,1
8,7,3,1
123,122,66,1
19,16,2,1
204,203,169,1
176,177,127,1
52,52,16,1
0,255,255,1
204,191,177,1
170,164,119,1
140,180,245,0
21,18,3,1
184,200,247,0
3,124,2,1
199,199,163,1
52,92,140,0
39,40,24,1
31,0,134,1
193,189,148,1
167,181,229,0
173,173,125,1
131,152,184,0
232,217,208,1
51,40,26,1
31,61,42,1
28,25,4,1
170,168,120,1
180,178,137,1
130,136,243,1
136,140,91,1
183,179,138,1
145,144,88,1
62,149,57,1
157,162,123,1
159,163,121,1
55,56,16,1
183,181,133,1
61,65,24,1
52,53,19,1
107,126,153,0
54,84,141,0
126,129,184,0
139,138,80,1
54,55,21,1
131,131,131,1
178,175,131,1
165,163,115,1
202,200,165,1
55,58,42,1
84,84,36,1
114,152,217,0
116,150,210,0
141,143,91,1
18,32,14,1
45,47,11,1
85,85,37,1
168,165,114,1
127,128,88,1
190,188,158,1
171,184,236,0
96,145,219,0
237,229,229,1
62,61,40,1
100,99,48,1
112,214,209,1
181,180,136,1
80,89,127,0
167,181,233,0
157,162,123,1
118,120,61,1
182,179,135,1
9,8,0,1
16,120,13,1
250,244,225,1
50,90,142,0
163,161,113,1
170,174,163,1
228,81,61,1
96,128,201,0
4,1,0,1
72,121,253,1
128,128,128,1
143,185,252,0
56,105,161,0
170,181,231,0
114,215,213,1
161,160,170,1
89,66,242,1
175,175,121,1
62,126,204,0
104,147,204,0
164,162,114,1
178,168,128,1
104,102,54,1
150,153,107,1
19,15,4,1
93,55,37,1
138,139,89,1
138,164,194,0
94,138,222,0
255,0,128,1
113,148,212,0
60,64,23,1
177,174,129,1
164,163,113,1
157,194,254,0
131,170,225,0
158,156,102,1
249,243,230,1
171,170,119,1
183,177,140,1
28,29,3,1
168,168,120,1
61,55,12,1
183,181,133,1
0,23,147,1
47,98,148,0
17,15,0,1
197,196,162,1
180,177,132,1
124,156,99,1
74,76,47,1
201,200,162,1
180,179,135,1
136,139,90,1
60,111,174,0
27,26,5,1
49,95,142,0
172,171,121,1
199,197,162,1
109,17,96,1
197,193,158,1
198,198,162,1
20,19,0,1
180,180,134,1
196,195,157,1
197,208,252,0
178,175,131,1
178,177,127,1
32,33,7,1
180,180,134,1
52,56,21,1
161,177,94,1
196,195,157,1
200,197,159,1
88,221,195,1
30,32,26,1
29,101,81,1
88,5,0,1
44,94,152,0
187,185,145,1
59,79,144,0
23,83,179,1
199,197,163,1
154,93,83,1
21,22,6,1
41,42,10,1
145,176,237,0
64,64,18,1
153,159,124,1
172,168,119,1
58,111,174,0
180,179,135,1
56,58,22,1
177,175,127,1
91,104,156,0
190,171,168,1
147,148,116,1
180,181,139,1
239,204,170,1
48,90,143,0
150,147,102,1
49,103,156,0
238,244,249,1
174,174,126,1
139,138,80,1
118,150,221,0
94,144,220,0
56,52,51,1
53,54,15,1
180,178,130,1
138,138,92,1
228,158,91,1
188,186,146,1
182,179,134,1
153,154,104,1
68,71,21,1
172,171,121,1
255,255,255,1
173,172,122,1
81,183,236,1
182,180,132,1
180,177,132,1
173,172,122,1
172,169,124,1
120,122,70,1
192,188,153,1
181,179,138,1
237,239,239,1
199,197,163,1
162,160,112,1
146,188,247,0
169,132,52,1
150,188,252,0
181,178,134,1
61,65,24,1
53,54,20,1
7,9,157,1
33,35,6,1
55,101,165,0
164,163,113,1
99,133,192,0
68,70,24,1
93,68,232,1
60,60,66,1
66,81,143,0
94,30,25,1
201,200,162,1
51,53,17,1
167,163,115,1
255,0,255,1
1,2,0,1
72,71,27,1
152,155,106,1
0,1,0,1
119,169,229,0
164,161,110,1
151,159,219,0
68,68,68,1
159,162,123,1
46,49,10,1
41,42,10,1
58,58,22,1
165,165,125,1
253,252,255,1
111,152,207,0
98,141,220,0
54,123,186,0
120,172,232,0
126,159,228,0
193,191,150,1
197,197,157,1
177,193,236,0
118,171,30,1
100,104,157,0
137,139,193,0
172,171,121,1
173,172,122,1
198,198,158,1
157,154,109,1
33,32,22,1
158,155,104,1
136,138,92,1
42,163,82,1
182,173,129,1
62,64,28,1
172,172,126,1
21,36,15,1
123,132,189,0
179,177,129,1
179,174,129,1
202,201,163,1
144,182,246,0
175,191,233,0
158,161,112,1
119,160,215,0
69,116,178,0
180,177,132,1
174,171,126,1
4,4,0,1
205,204,170,1
107,110,61,1
182,178,129,1
197,196,158,1
165,164,120,1
165,180,229,0
37,36,16,1
128,133,255,1
182,179,135,1
184,176,129,1
53,105,151,0
181,178,133,1
158,192,252,0
192,192,152,1
178,175,131,1
193,186,255,1
57,58,24,1
129,129,129,1
175,174,124,1
75,70,37,1
134,173,225,0
201,200,162,1
150,151,101,1
4,4,4,1
3,4,2,1
0,1,1,1
0,0,0,1
31,32,22,1
227,157,90,1
176,174,126,1
178,178,132,1
139,142,86,1
253,255,254,1
56,60,19,1
59,57,22,1
180,211,166,1
154,154,100,1
4,2,0,1
26,25,4,1
93,91,37,1
192,138,155,1
69,71,25,1
180,181,131,1
178,178,138,1
91,30,16,1
165,165,117,1
19,174,0,1
123,153,224,0
25,21,0,1
3,1,1,1
173,189,235,0
160,148,136,1
92,92,68,1
46,48,19,1
157,161,125,1
174,172,124,1
117,119,127,1
113,215,210,1
164,163,113,1
55,100,151,0
2,3,0,1
101,135,189,0
120,121,71,1
155,173,236,0
6,2,185,1
201,200,162,1
199,195,160,1
135,138,88,1
63,64,22,1
111,111,63,1
178,178,132,1
183,180,135,1
152,156,115,1
19,19,1,1
176,174,133,1
121,152,221,0
127,159,225,0
154,192,255,0
166,162,114,1
207,210,218,1
131,168,220,0
95,142,223,0
197,195,160,1
220,178,219,1
182,179,135,1
126,130,89,1
143,142,86,1
155,157,111,1
149,187,252,0
74,76,30,1
5,6,2,1
191,190,152,1
147,149,97,1
161,154,169,1
31,34,19,1
76,76,28,1
151,154,105,1
140,142,123,1
103,106,161,0
14,14,228,1
181,181,135,1
56,57,17,1
1,0,167,1
156,114,39,1
135,134,84,1
189,186,148,1
39,40,6,1
60,61,19,1
240,246,251,1
157,161,126,1
147,146,90,1
57,116,178,0
170,186,232,0
19,18,0,1
164,162,114,1
10,11,2,1
150,150,102,1
188,189,145,1
179,177,129,1
183,181,133,1
106,124,183,0
253,255,255,1
189,185,150,1
197,196,158,1
170,184,237,0
173,189,235,0
99,92,153,1
148,170,22,1
152,153,103,1
20,20,4,1
146,144,86,1
88,49,255,1
79,82,33,1
61,65,24,1
52,52,16,1
5,191,1,1
178,175,130,1
48,49,39,1
94,87,148,1
172,173,129,1
46,48,12,1
127,127,127,1
99,140,195,0
47,48,8,1
172,171,121,1
132,193,129,1
178,176,128,1
130,134,93,1
156,154,100,1
120,121,71,1
23,21,20,1
30,30,16,1
60,108,172,0
61,65,24,1
154,156,110,1
179,175,134,1
140,175,225,0
112,214,209,1
90,143,223,0
99,92,153,1
84,39,6,1
11,14,229,1
171,170,120,1
163,162,112,1
167,167,119,1
204,202,168,1
180,177,132,1
122,150,211,0
198,198,158,1
194,192,151,1
199,197,162,1
201,200,162,1
53,57,22,1
92,127,70,1
168,165,114,1
148,166,231,0
186,183,162,1
55,55,25,1
177,174,129,1
43,90,142,0
59,58,44,1
54,93,138,0
173,173,125,1
97,96,62,1
172,177,178,1
20,15,6,1
3,2,0,1
131,132,88,1
199,195,160,1
134,161,225,0
55,68,124,0
108,136,196,0
202,201,163,1
130,137,240,1
160,161,127,1
171,170,119,1
178,178,132,1
124,165,220,0
179,179,133,1
151,150,99,1
40,88,146,0
0,2,181,1
141,181,246,0
132,132,132,1
237,244,247,1
156,158,106,1
135,175,223,0
177,178,134,1
55,57,21,1
16,16,0,1
171,169,121,1
33,33,3,1
198,197,159,1
172,168,120,1
30,30,6,1
109,108,58,1
174,173,122,1
167,163,114,1
195,193,152,1
101,94,97,1
63,64,24,1
134,137,98,1
185,187,145,1
118,151,220,0
118,150,215,0
175,170,125,1
165,161,113,1
168,165,114,1
67,68,36,1
90,136,214,0
11,10,6,1
201,199,164,1
95,141,218,0
84,140,222,0
124,157,220,0
83,92,130,0
136,139,89,1
52,48,237,1
179,176,131,1
143,142,84,1
48,67,128,0
3,1,0,1
121,151,102,1
93,92,36,1
158,174,227,0
166,167,117,1
169,183,232,0
71,72,56,1
169,184,230,0
161,176,225,0
52,53,19,1
139,163,229,0
62,66,24,1
20,19,5,1
171,171,131,1
38,39,0,1
176,174,126,1
5,2,0,1
230,240,247,1
200,198,163,1
22,44,20,1
32,33,7,1
233,189,152,1
174,170,122,1
43,90,151,0
194,193,155,1
204,203,169,1
236,239,244,1
251,253,254,1
129,135,100,1
174,143,98,1
198,196,161,1
148,186,251,0
140,140,86,1
29,26,0,1
52,54,18,1
109,115,168,0
200,198,163,1
167,168,128,1
100,101,69,1
164,163,113,1
162,159,108,1
255,255,255,1
195,193,152,1
168,182,235,0
201,200,162,1
148,186,251,0
76,79,30,1
180,179,135,1
172,186,239,0
54,98,145,0
178,174,126,1
0,1,0,1
7,6,2,1
103,98,95,1
197,195,160,1
170,168,120,1
162,159,108,1
136,138,92,1
115,117,58,1
141,166,228,0
141,140,84,1
14,8,187,1
201,200,162,1
199,197,162,1
62,66,25,1
162,160,112,1
145,143,89,1
199,197,162,1
95,130,194,0
175,174,124,1
150,150,102,1
173,176,137,1
145,143,89,1
205,204,170,1
0,128,0,1
0,0,255,1
202,201,163,1
78,83,128,0
180,178,130,1
163,163,115,1
174,188,241,0
176,174,126,1
164,163,113,1
127,130,74,1
37,0,148,1
200,198,163,1
106,109,63,1
58,59,17,1
164,162,114,1
61,65,24,1
197,197,157,1
127,0,127,1
115,147,218,0
174,185,235,0
14,14,0,1
128,255,255,1
128,134,247,1
103,155,222,0
59,120,176,0
115,150,216,0
181,178,133,1
53,57,21,1
109,101,88,1
159,157,103,1
164,163,113,1
37,36,8,1
180,177,132,1
130,126,255,1
172,170,122,1
145,144,88,1
151,189,253,0
165,181,227,0
53,53,17,1
113,111,46,1
127,157,222,0
154,155,105,1
54,47,238,1
178,175,130,1
138,161,229,0
173,172,122,1
148,147,126,1
181,181,133,1
144,156,162,1
179,176,132,1
142,145,96,1
120,0,121,1
134,80,63,1
1,0,2,1
198,198,158,1
51,97,144,0
64,65,21,1
164,162,114,1
110,148,213,0
180,175,130,1
70,97,164,0
165,164,113,1
21,26,11,1
154,189,232,0
134,136,94,1
179,178,140,1
3,4,2,1
127,164,224,0
91,128,196,0
159,163,122,1
61,64,19,1
22,23,3,1
173,173,133,1
112,143,206,0
33,75,117,0
99,99,45,1
59,58,24,1
180,177,132,1
167,164,113,1
96,52,15,1
90,87,36,1
53,95,142,0
178,175,130,1
200,210,250,0
9,11,0,1
39,38,10,1
178,178,132,1
66,68,49,1
144,179,252,0
182,179,135,1
154,153,97,1
14,119,8,1
79,77,36,1
169,165,116,1
180,177,133,1
181,181,135,1
18,17,0,1
183,180,135,1
48,105,156,0
160,162,126,1
228,227,229,1
135,172,230,0
67,68,28,1
178,178,132,1
106,102,113,1
182,179,135,1
190,190,154,1
176,176,130,1
92,195,192,1
182,179,135,1
195,193,152,1
111,156,217,0
164,163,112,1
188,187,143,1
156,157,113,1
122,157,221,0
118,67,81,1
173,171,123,1
251,248,187,1
83,55,214,1
87,86,30,1
179,170,120,1
150,192,255,0
46,97,160,0
182,179,135,1
114,149,215,0
54,58,23,1
201,200,162,1
53,53,17,1
118,170,33,1
164,168,133,1
186,167,140,1
70,132,202,0
198,196,162,1
51,46,239,1
239,230,226,1
190,188,148,1
186,183,138,1
142,145,100,1
151,172,234,0
83,83,35,1
40,101,255,1
28,40,34,1
57,62,23,1
179,177,129,1
163,175,229,0
143,144,94,1
116,119,69,1
136,139,90,1
97,89,152,1
198,199,160,1
141,140,82,1
179,175,134,1
79,118,193,0
197,196,158,1
90,83,64,1
165,164,114,1
139,140,90,1
150,95,218,1
177,174,130,1
199,197,162,1
45,44,30,1
63,118,179,0
177,175,135,1
192,190,150,1
35,35,5,1
205,204,170,1
177,174,129,1
18,45,25,1
15,12,0,1
202,103,129,1
126,159,215,0
69,70,26,1
174,172,124,1
172,173,129,1
200,198,163,1
179,181,189,1
238,204,168,1
93,23,36,1
27,29,17,1
17,14,0,1
143,142,86,1
167,141,124,1
57,60,44,1
10,9,5,1
153,157,115,1
138,140,88,1
16,10,3,1
18,12,5,1
135,156,17,1
182,183,141,1
153,165,229,0
3,1,0,1
80,89,127,0
140,139,89,1
218,202,190,1
56,60,24,1
53,56,24,1
69,71,25,1
69,70,26,1
131,134,89,1
63,67,25,1
59,119,185,0
180,196,238,0
144,142,88,1
33,35,6,1
195,194,156,1
100,95,156,1
191,190,152,1
165,164,114,1
63,63,23,1
63,68,23,1
172,171,121,1
174,172,124,1
147,160,228,0
36,109,255,1
181,179,138,1
154,67,41,1
163,181,234,0
176,190,239,0
226,213,83,1
51,52,13,1
137,176,245,0
197,197,157,1
200,198,163,1
132,90,185,1
115,114,56,1
99,136,210,0
125,125,125,1
174,169,124,1
64,86,134,0
72,71,27,1
110,132,108,1
1,0,4,1
18,17,3,1
178,178,132,1
71,75,23,1
164,162,114,1
164,162,114,1
104,128,164,0
176,174,126,1
172,169,124,1
96,93,149,1
96,86,98,1
108,143,209,0
150,191,253,0
198,198,158,1
71,72,30,1
186,184,144,1
183,182,138,1
61,62,18,1
13,11,0,1
180,179,135,1
54,55,16,1
172,173,129,1
93,122,191,0
103,87,110,1
123,126,181,0
19,19,5,1
169,169,123,1
109,108,50,1
154,160,125,1
133,139,98,1
181,181,133,1
241,229,225,1
134,137,88,1
34,32,8,1
181,178,133,1
153,156,107,1
154,158,122,1
114,151,213,0
184,186,140,1
129,132,87,1
172,171,121,1
101,132,195,0
109,217,241,1
154,152,98,1
2,0,0,1
4,6,0,1
191,193,164,1
178,174,145,1
173,172,122,1
51,76,210,1
162,160,112,1
185,184,140,1
155,195,254,0
193,192,154,1
240,246,251,1
199,197,162,1
170,166,118,1
239,245,250,1
62,126,120,1
164,163,113,1
179,177,129,1
74,60,41,1
129,132,187,0
51,55,14,1
35,34,8,1
168,198,239,0
199,197,162,1
1,133,103,1
6,0,190,1
128,158,215,0
197,197,157,1
178,177,127,1
199,197,162,1
8,11,0,1
15,14,0,1
182,177,138,1
61,66,27,1
8,7,0,1
87,88,44,1
183,181,133,1
0,139,108,1
170,169,119,1
169,167,119,1
203,213,253,0
126,154,208,0
167,181,234,0
176,193,236,0
94,143,217,0
29,33,8,1
93,89,148,1
87,96,133,0
35,34,8,1
183,180,135,1
150,187,255,0
194,192,157,1
178,176,128,1
165,181,228,0
120,157,219,0
192,190,155,1
183,182,131,1
52,100,148,0
191,189,149,1
160,166,231,0
114,147,216,0
176,174,126,1
2,128,99,1
127,152,202,0
178,175,131,1
156,193,255,0
185,184,140,1
55,56,22,1
180,177,132,1
84,93,130,0
149,164,226,0
192,190,149,1
138,138,84,1
181,178,134,1
74,73,23,1
199,197,162,1
170,169,119,1
171,170,119,1
181,178,133,1
150,152,100,1
158,158,104,1
84,82,51,1
128,134,247,1
172,170,122,1
54,54,42,1
12,15,13,1
196,195,157,1
74,68,73,1
167,163,114,1
198,198,158,1
170,186,229,0
204,212,252,0
110,231,247,1
18,14,3,1
16,14,3,1
78,77,56,1
18,14,3,1
172,170,122,1
96,135,80,1
81,83,37,1
53,79,65,1
62,62,22,1
53,57,22,1
180,177,132,1
119,165,28,1
180,179,135,1
6,7,0,1
130,133,88,1
136,139,90,1
225,228,233,1
182,192,192,1
155,158,162,1
104,152,224,0
178,175,131,1
178,176,128,1
172,168,119,1
177,174,129,1
157,155,107,1
201,200,162,1
168,184,230,0
5,2,0,1
45,48,3,1
35,102,95,1
195,193,152,1
179,175,134,1
146,116,99,1
105,128,178,0
8,6,0,1
192,176,169,1
179,176,131,1
0,0,255,1
100,140,199,0
177,174,129,1
255,255,255,1
159,178,235,0
49,55,24,1
90,138,202,0
59,120,184,0
164,163,113,1
170,186,233,0
82,53,210,1
76,75,167,1
180,177,132,1
121,158,218,0
212,193,202,1
158,192,228,0
152,190,254,0
52,93,138,0
33,34,8,1
168,169,119,1
157,161,126,1
171,170,119,1
122,125,69,1
208,217,255,0
203,212,255,0
199,197,162,1
2,183,1,1
97,199,194,1
117,154,212,0
50,124,100,1
18,9,190,1
198,195,164,1
169,168,118,1
116,114,90,1
60,62,26,1
73,123,189,0
138,140,88,1
47,89,142,0
182,180,132,1
60,118,183,0
202,200,165,1
27,30,15,1
161,165,124,1
184,183,139,1
153,156,107,1
169,183,232,0
47,98,154,0
67,68,26,1
54,58,22,1
140,140,86,1
75,77,35,1
85,95,142,0
5,3,2,1
180,177,132,1
74,110,180,0
248,250,250,1
168,184,230,0
173,172,122,1
113,151,216,0
179,179,133,1
40,42,6,1
0,141,255,1
161,169,122,1
126,157,208,0
31,219,254,1
8,9,5,1
55,59,24,1
15,11,0,1
54,116,187,0
177,175,127,1
49,91,138,0
0,137,106,1
191,189,149,1
162,168,255,1
198,198,158,1
169,166,115,1
15,32,11,1
128,131,86,1
188,186,146,1
32,33,7,1
26,25,5,1
62,63,19,1
94,89,150,1
186,184,143,1
34,33,5,1
6,5,1,1
201,200,162,1
180,178,137,1
162,161,111,1
84,86,34,1
33,177,28,1
183,183,137,1
19,19,7,1
81,84,35,1
150,150,102,1
51,53,11,1
140,162,227,0
9,9,0,1
143,141,87,1
141,174,223,0
106,143,211,0
135,139,97,1
117,117,53,1
180,179,135,1
70,71,51,1
141,185,246,0
84,97,135,0
163,163,115,1
40,103,161,0
186,186,146,1
168,167,163,1
178,175,131,1
180,177,132,1
148,195,249,0
52,53,19,1
168,182,235,0
251,253,253,1
107,154,216,0
182,181,137,1
52,56,21,1
63,66,16,1
41,0,145,1
77,181,240,1
69,92,138,0
129,134,105,1
148,188,253,0
174,189,238,0
247,249,249,1
132,160,60,1
245,233,229,1
163,162,112,1
58,58,18,1
170,183,239,0
0,128,0,1
178,175,131,1
70,78,41,1
52,53,19,1
177,175,127,1
180,175,130,1
171,179,138,1
56,55,41,1
181,198,241,0
185,187,188,1
15,6,187,1
44,93,141,0
161,165,129,1
181,178,133,1
185,184,140,1
162,160,112,1
26,21,0,1
36,36,6,1
246,250,251,1
61,65,24,1
136,139,90,1
183,181,133,1
140,175,219,0
6,4,3,1
204,214,254,0
166,186,234,0
104,105,109,1
122,156,222,0
96,144,216,0
81,93,133,0
177,176,126,1
151,152,90,1
174,171,126,1
171,170,119,1
197,197,161,1
144,173,218,0
189,191,145,1
135,161,228,0
25,21,3,1
137,145,92,1
155,154,103,1
57,98,143,0
74,82,122,0
26,30,25,1
134,178,242,0
180,148,143,1
179,179,133,1
2,173,253,1
3,4,2,1
15,15,3,1
188,186,146,1
153,154,104,1
57,59,23,1
163,162,112,1
40,41,39,1
165,165,117,1
139,176,228,0
147,148,98,1
185,184,140,1
141,144,99,1
167,167,131,1
239,245,250,1
15,14,0,1
196,193,162,1
34,33,7,1
177,175,127,1
181,180,136,1
76,77,61,1
40,41,9,1
60,62,26,1
244,137,129,1
181,177,142,1
18,16,6,1
27,30,15,1
90,88,34,1
136,139,90,1
146,148,96,1
229,235,230,1
182,180,139,1
97,143,221,0
204,203,169,1
151,169,216,0
164,160,112,1
149,182,231,0
5,3,2,1
127,133,84,1
153,116,56,1
165,164,114,1
143,145,99,1
151,72,145,1
178,178,132,1
175,174,130,1
142,145,99,1
53,53,17,1
183,183,137,1
51,53,17,1
79,114,188,0
32,32,2,1
201,200,162,1
0,0,0,1
118,83,80,1
83,92,130,0
175,173,125,1
163,162,112,1
58,56,46,1
171,169,121,1
233,189,152,1
51,54,39,1
175,175,129,1
66,100,146,0
179,177,129,1
50,52,16,1
0,7,6,1
173,170,125,1
160,164,123,1
173,172,122,1
53,57,22,1
53,57,21,1
166,167,125,1
54,97,148,0
54,119,187,0
161,165,130,1
112,232,238,1
191,192,148,1
0,0,255,1
140,140,86,1
127,130,85,1
81,89,129,0
194,192,157,1
178,177,133,1
180,179,135,1
204,203,169,1
114,158,222,0
61,63,21,1
42,99,155,0
179,176,132,1
117,151,217,0
241,227,221,1
177,175,127,1
197,197,157,1
161,160,110,1
200,198,163,1
161,165,130,1
152,160,123,1
144,143,87,1
170,186,228,0
158,176,239,0
32,0,137,1
165,164,114,1
168,168,122,1
6,22,4,1
158,161,122,1
50,44,233,1
124,155,224,0
51,51,51,1
97,131,185,0
119,122,106,1
122,125,180,0
55,55,25,1
132,144,150,1
169,183,236,0
178,179,135,1
29,28,0,1
197,198,156,1
129,133,92,1
52,51,17,1
182,178,137,1
44,29,187,1
175,173,125,1
193,193,153,1
38,37,9,1
177,175,127,1
77,80,31,1
85,185,240,1
105,213,237,1
180,179,135,1
127,127,127,1
255,255,240,1
192,166,136,1
135,133,79,1
187,181,138,1
94,87,148,1
76,77,33,1
0,0,201,1
14,11,6,1
166,165,121,1
57,59,23,1
75,78,32,1
204,203,207,1
7,1,0,1
201,200,162,1
153,155,109,1
96,96,42,1
197,208,252,0
174,172,124,1
34,36,7,1
138,136,82,1
157,161,126,1
196,195,157,1
171,168,123,1
223,246,192,1
180,179,135,1
164,162,114,1
120,156,220,0
201,199,164,1
200,198,163,1
178,176,128,1
167,185,232,0
152,48,149,1
181,162,157,1
128,128,128,1
156,160,125,1
86,39,17,1
163,162,112,1
155,159,118,1
41,39,38,1
52,53,19,1
177,175,127,1
60,60,42,1
181,180,136,1
22,23,3,1
188,186,146,1
158,161,122,1
63,64,24,1
173,187,239,0
165,163,115,1
57,58,16,1
61,118,179,0
199,199,169,1
